Code CIS,Code ATC,Libellé ATC
68598209,N04BC07,Apomorphine
60498751,N04BD01,Sélégiline
61945479,N04BX01,Tolcapone
67077388,N04BX01,Tolcapone
65562898,N04BX02,Entacapone
67403058,N04BX02,Entacapone
68826958,N04BX02,Entacapone
62184888,N05AA01,Chlorpromazine
62816804,N05AA01,Chlorpromazine
65676987,N05AA01,Chlorpromazine
68513504,N05AA01,Chlorpromazine
60548802,N05AA02,Lévomépromazine
60669978,N05AA02,Lévomépromazine
63148279,N05AA02,Lévomépromazine
64026417,N05AA02,Lévomépromazine
67348996,N05AA02,Lévomépromazine
67477165,N05AA02,Lévomépromazine
68270422,N05AA02,Lévomépromazine
68627995,N05AA02,Lévomépromazine
69074348,N05AA02,Lévomépromazine
69192161,N05AA02,Lévomépromazine
60125777,N05AA06,Cyamémazine
60271248,N05AA06,Cyamémazine
63400513,N05AA06,Cyamémazine
64500961,N05AA06,Cyamémazine
64506829,N05AA06,Cyamémazine
65915266,N05AA06,Cyamémazine
66615713,N05AA06,Cyamémazine
68330684,N05AA06,Cyamémazine
64676824,N05AC01,Périciazine
64775943,N05AC01,Périciazine
65510378,N05AC01,Périciazine
62000861,N05AC04,Pipotiazine
62057517,N05AC04,Pipotiazine
69069251,N05AC04,Pipotiazine
61490049,N05AD01,Halopéridol
61505095,N05AD01,Halopéridol
61697400,N05AD01,Halopéridol
62237643,N05AD01,Halopéridol
65374654,N05AD01,Halopéridol
64210075,N05AD05,Pipampérone
69537173,N05AD05,Pipampérone
60828455,N05AD08,Dropéridol
61646847,N05AD08,Dropéridol
61756877,N05AD08,Dropéridol
63578074,N05AD08,Dropéridol
64057843,N05AD08,Dropéridol
66682612,N05AD08,Dropéridol
67226227,N05AD08,Dropéridol
67527433,N05AD08,Dropéridol
67738409,N05AD08,Dropéridol
67888889,N05AD08,Dropéridol
68810459,N05AD08,Dropéridol
69560873,N05AD08,Dropéridol
62571671,N05AF01,Flupentixol
69804637,N05AF01,Flupentixol
60209937,N05AF05,Zuclopenthixol
61323662,N05AF05,Zuclopenthixol
62788550,N05AF05,Zuclopenthixol
63744998,N05AF05,Zuclopenthixol
68072846,N05AF05,Zuclopenthixol
69902540,N05AF05,Zuclopenthixol
69974746,N05AF05,Zuclopenthixol
60625647,N05AG02,Pimozide
62495939,N05AG02,Pimozide
66878792,N05AG03,Penfluridol
64162292,N05AH01,Loxapine
64892010,N05AH01,Loxapine
66002781,N05AH01,Loxapine
69485940,N05AH01,Loxapine
69700033,N05AH01,Loxapine
69893582,N05AH01,Loxapine
61247556,N05AH02,Clozapine
61491877,N05AH02,Clozapine
62552920,N05AH02,Clozapine
64814983,N05AH02,Clozapine
65485074,N05AH02,Clozapine
65764558,N05AH02,Clozapine
66788131,N05AH02,Clozapine
67045967,N05AH02,Clozapine
67167437,N05AH02,Clozapine
67465476,N05AH02,Clozapine
67513540,N05AH02,Clozapine
68159596,N05AH02,Clozapine
68354703,N05AH02,Clozapine
68576604,N05AH02,Clozapine
68735825,N05AH02,Clozapine
69376250,N05AH02,Clozapine
60126594,N05AH03,Olanzapine
60170224,N05AH03,Olanzapine
60217108,N05AH03,Olanzapine
60226979,N05AH03,Olanzapine
60265252,N05AH03,Olanzapine
60451762,N05AH03,Olanzapine
60456154,N05AH03,Olanzapine
60457822,N05AH03,Olanzapine
60507086,N05AH03,Olanzapine
60530925,N05AH03,Olanzapine
60748831,N05AH03,Olanzapine
60822192,N05AH03,Olanzapine
60841335,N05AH03,Olanzapine
60845134,N05AH03,Olanzapine
60866178,N05AH03,Olanzapine
60898838,N05AH03,Olanzapine
60908912,N05AH03,Olanzapine
61168144,N05AH03,Olanzapine
61229120,N05AH03,Olanzapine
61410900,N05AH03,Olanzapine
61435661,N05AH03,Olanzapine
61779406,N05AH03,Olanzapine
61810086,N05AH03,Olanzapine
61854951,N05AH03,Olanzapine
62022612,N05AH03,Olanzapine
62113318,N05AH03,Olanzapine
62586367,N05AH03,Olanzapine
62639275,N05AH03,Olanzapine
62702619,N05AH03,Olanzapine
62705654,N05AH03,Olanzapine
62740801,N05AH03,Olanzapine
62851214,N05AH03,Olanzapine
62891109,N05AH03,Olanzapine
63202499,N05AH03,Olanzapine
63216709,N05AH03,Olanzapine
63227972,N05AH03,Olanzapine
63362240,N05AH03,Olanzapine
63488196,N05AH03,Olanzapine
63499933,N05AH03,Olanzapine
63739570,N05AH03,Olanzapine
63996294,N05AH03,Olanzapine
64117856,N05AH03,Olanzapine
64191689,N05AH03,Olanzapine
64208220,N05AH03,Olanzapine
64290413,N05AH03,Olanzapine
64450316,N05AH03,Olanzapine
64677303,N05AH03,Olanzapine
64891645,N05AH03,Olanzapine
64932120,N05AH03,Olanzapine
65000788,N05AH03,Olanzapine
65023242,N05AH03,Olanzapine
65039517,N05AH03,Olanzapine
65216234,N05AH03,Olanzapine
65322216,N05AH03,Olanzapine
65448204,N05AH03,Olanzapine
65539091,N05AH03,Olanzapine
65771677,N05AH03,Olanzapine
66058449,N05AH03,Olanzapine
66325927,N05AH03,Olanzapine
66396881,N05AH03,Olanzapine
66458219,N05AH03,Olanzapine
66627053,N05AH03,Olanzapine
66669650,N05AH03,Olanzapine
67305219,N05AH03,Olanzapine
67367256,N05AH03,Olanzapine
67376675,N05AH03,Olanzapine
67398796,N05AH03,Olanzapine
67673769,N05AH03,Olanzapine
67722611,N05AH03,Olanzapine
67765751,N05AH03,Olanzapine
67974498,N05AH03,Olanzapine
68256216,N05AH03,Olanzapine
68268955,N05AH03,Olanzapine
68316389,N05AH03,Olanzapine
68526081,N05AH03,Olanzapine
68664125,N05AH03,Olanzapine
68722386,N05AH03,Olanzapine
68880774,N05AH03,Olanzapine
68895395,N05AH03,Olanzapine
69250369,N05AH03,Olanzapine
69339992,N05AH03,Olanzapine
69501565,N05AH03,Olanzapine
60078765,N05AH04,Quétiapine
60490893,N05AH04,Quétiapine
60624171,N05AH04,Quétiapine
60649235,N05AH04,Quétiapine
60798791,N05AH04,Quétiapine
60985570,N05AH04,Quétiapine
61017701,N05AH04,Quétiapine
61489673,N05AH04,Quétiapine
61729702,N05AH04,Quétiapine
62137575,N05AH04,Quétiapine
62181041,N05AH04,Quétiapine
62333104,N05AH04,Quétiapine
62346703,N05AH04,Quétiapine
62650834,N05AH04,Quétiapine
62884118,N05AH04,Quétiapine
62895812,N05AH04,Quétiapine
62925159,N05AH04,Quétiapine
63121061,N05AH04,Quétiapine
63373571,N05AH04,Quétiapine
64296341,N05AH04,Quétiapine
64420401,N05AH04,Quétiapine
64633851,N05AH04,Quétiapine
64822649,N05AH04,Quétiapine
64925631,N05AH04,Quétiapine
65692742,N05AH04,Quétiapine
65761302,N05AH04,Quétiapine
65820455,N05AH04,Quétiapine
65983662,N05AH04,Quétiapine
66086110,N05AH04,Quétiapine
66219105,N05AH04,Quétiapine
66429235,N05AH04,Quétiapine
66437367,N05AH04,Quétiapine
67101782,N05AH04,Quétiapine
67357301,N05AH04,Quétiapine
67567399,N05AH04,Quétiapine
67567958,N05AH04,Quétiapine
67701122,N05AH04,Quétiapine
68198108,N05AH04,Quétiapine
68436082,N05AH04,Quétiapine
68541172,N05AH04,Quétiapine
68774283,N05AH04,Quétiapine
68843886,N05AH04,Quétiapine
68967396,N05AH04,Quétiapine
69054687,N05AH04,Quétiapine
69612658,N05AH04,Quétiapine
61055303,N05AL01,Sulpiride
62227318,N05AL01,Sulpiride
62344129,N05AL01,Sulpiride
63211765,N05AL01,Sulpiride
64285722,N05AL01,Sulpiride
66241856,N05AL01,Sulpiride
67208161,N05AL01,Sulpiride
67215405,N05AL01,Sulpiride
69649845,N05AL01,Sulpiride
67890598,N05AL03,Tiapride
68632565,N05AL03,Tiapride
68673220,N05AL03,Tiapride
68912300,N05AL03,Tiapride
69497921,N05AL03,Tiapride
60019927,N05AL05,Amisulpride
60517664,N05AL05,Amisulpride
60600156,N05AL05,Amisulpride
60726849,N05AL05,Amisulpride
61484459,N05AL05,Amisulpride
61591023,N05AL05,Amisulpride
61782861,N05AL05,Amisulpride
62158911,N05AL05,Amisulpride
62921036,N05AL05,Amisulpride
62932591,N05AL05,Amisulpride
62968840,N05AL05,Amisulpride
63490375,N05AL05,Amisulpride
63697872,N05AL05,Amisulpride
63724643,N05AL05,Amisulpride
64479008,N05AL05,Amisulpride
64726693,N05AL05,Amisulpride
65315136,N05AL05,Amisulpride
65637856,N05AL05,Amisulpride
65708666,N05AL05,Amisulpride
66153235,N05AL05,Amisulpride
66567617,N05AL05,Amisulpride
67396934,N05AL05,Amisulpride
67781613,N05AL05,Amisulpride
67781741,N05AL05,Amisulpride
68135556,N05AL05,Amisulpride
68777767,N05AL05,Amisulpride
69802682,N05AL05,Amisulpride
62124478,N05AN01,Lithium
67292476,N05AN01,Lithium
60797287,N05AX,AUTRES ANTIPSYCHOTIQUES
63413610,N05AX,AUTRES ANTIPSYCHOTIQUES
63737879,N05AX,AUTRES ANTIPSYCHOTIQUES
66508736,N05AX,AUTRES ANTIPSYCHOTIQUES
67658315,N05AX,AUTRES ANTIPSYCHOTIQUES
60260497,N05AX08,Rispéridone
60591814,N05AX08,Rispéridone
60605064,N05AX08,Rispéridone
60608384,N05AX08,Rispéridone
60812134,N05AX08,Rispéridone
60852538,N05AX08,Rispéridone
61015084,N05AX08,Rispéridone
61221166,N05AX08,Rispéridone
61252279,N05AX08,Rispéridone
61314485,N05AX08,Rispéridone
61390351,N05AX08,Rispéridone
61451313,N05AX08,Rispéridone
61485002,N05AX08,Rispéridone
61511073,N05AX08,Rispéridone
61515919,N05AX08,Rispéridone
61671836,N05AX08,Rispéridone
62505785,N05AX08,Rispéridone
62706119,N05AX08,Rispéridone
63149947,N05AX08,Rispéridone
63436769,N05AX08,Rispéridone
63590105,N05AX08,Rispéridone
63605525,N05AX08,Rispéridone
63728702,N05AX08,Rispéridone
63997357,N05AX08,Rispéridone
64714709,N05AX08,Rispéridone
64931673,N05AX08,Rispéridone
64942100,N05AX08,Rispéridone
65120702,N05AX08,Rispéridone
65151509,N05AX08,Rispéridone
65158699,N05AX08,Rispéridone
65225870,N05AX08,Rispéridone
65335345,N05AX08,Rispéridone
65506020,N05AX08,Rispéridone
65508466,N05AX08,Rispéridone
65587620,N05AX08,Rispéridone
65618215,N05AX08,Rispéridone
65627926,N05AX08,Rispéridone
65893318,N05AX08,Rispéridone
66172552,N05AX08,Rispéridone
66315751,N05AX08,Rispéridone
66377660,N05AX08,Rispéridone
66390978,N05AX08,Rispéridone
66546676,N05AX08,Rispéridone
66802129,N05AX08,Rispéridone
67252364,N05AX08,Rispéridone
67320609,N05AX08,Rispéridone
67402554,N05AX08,Rispéridone
67528535,N05AX08,Rispéridone
67971737,N05AX08,Rispéridone
68291548,N05AX08,Rispéridone
68408122,N05AX08,Rispéridone
68633172,N05AX08,Rispéridone
68878549,N05AX08,Rispéridone
68901873,N05AX08,Rispéridone
68909592,N05AX08,Rispéridone
68932559,N05AX08,Rispéridone
68992346,N05AX08,Rispéridone
69203202,N05AX08,Rispéridone
69276403,N05AX08,Rispéridone
69311014,N05AX08,Rispéridone
69364180,N05AX08,Rispéridone
69505147,N05AX08,Rispéridone
69532685,N05AX08,Rispéridone
69556750,N05AX08,Rispéridone
69673102,N05AX08,Rispéridone
69677556,N05AX08,Rispéridone
69809723,N05AX08,Rispéridone
60290800,N05BA01,Diazépam
61437096,N05BA01,Diazépam
61569856,N05BA01,Diazépam
63196256,N05BA01,Diazépam
66023836,N05BA01,Diazépam
66106869,N05BA01,Diazépam
67959261,N05BA01,Diazépam
68176802,N05BA01,Diazépam
68685952,N05BA01,Diazépam
69998003,N05BA01,Diazépam
60351986,N05BA04,Oxazépam
68269975,N05BA04,Oxazépam
62416105,N05BA05,Clorazépate de potassium
67956742,N05BA05,Clorazépate de potassium
68494908,N05BA05,Clorazépate de potassium
68644101,N05BA05,Clorazépate de potassium
62505828,N05BA06,Lorazépam
63159891,N05BA06,Lorazépam
66720276,N05BA06,Lorazépam
67177709,N05BA06,Lorazépam
67917629,N05BA06,Lorazépam
61084408,N05BA08,Bromazépam
61253160,N05BA08,Bromazépam
61746541,N05BA08,Bromazépam
62270942,N05BA08,Bromazépam
63721729,N05BA08,Bromazépam
64416164,N05BA08,Bromazépam
66796142,N05BA08,Bromazépam
67851467,N05BA08,Bromazépam
68528958,N05BA08,Bromazépam
68876142,N05BA08,Bromazépam
69174003,N05BA08,Bromazépam
69995142,N05BA08,Bromazépam
62905911,N05BA09,Clobazam
63470312,N05BA09,Clobazam
64630403,N05BA09,Clobazam
65899602,N05BA09,Clobazam
60534076,N05BA11,Prazépam
62113528,N05BA11,Prazépam
62193983,N05BA11,Prazépam
62949690,N05BA11,Prazépam
67086191,N05BA11,Prazépam
69434084,N05BA11,Prazépam
60377803,N05BA12,Alprazolam
60647049,N05BA12,Alprazolam
61200859,N05BA12,Alprazolam
61346771,N05BA12,Alprazolam
61567727,N05BA12,Alprazolam
61736700,N05BA12,Alprazolam
62642061,N05BA12,Alprazolam
63113171,N05BA12,Alprazolam
63143645,N05BA12,Alprazolam
63372551,N05BA12,Alprazolam
64189720,N05BA12,Alprazolam
64275767,N05BA12,Alprazolam
65317895,N05BA12,Alprazolam
65515119,N05BA12,Alprazolam
65585384,N05BA12,Alprazolam
65589692,N05BA12,Alprazolam
65868763,N05BA12,Alprazolam
65991463,N05BA12,Alprazolam
66184743,N05BA12,Alprazolam
66454466,N05BA12,Alprazolam
66829489,N05BA12,Alprazolam
66925605,N05BA12,Alprazolam
67446077,N05BA12,Alprazolam
67886475,N05BA12,Alprazolam
67904496,N05BA12,Alprazolam
68318486,N05BA12,Alprazolam
68425029,N05BA12,Alprazolam
68461089,N05BA12,Alprazolam
68808515,N05BA12,Alprazolam
69847791,N05BA12,Alprazolam
61056483,N05BA16,Nordazépam
67581406,N05BA16,Nordazépam
68104411,N05BA18,Loflazépate d'éthyle
65558647,N05BA21,Clotiazépam
68771419,N05BA21,Clotiazépam
60322461,N05BB01,Hydroxyzine
60507271,N05BB01,Hydroxyzine
61162294,N05BB01,Hydroxyzine
61519586,N05BB01,Hydroxyzine
63874970,N05BB01,Hydroxyzine
63999867,N05BB01,Hydroxyzine
64110908,N05BB01,Hydroxyzine
64715729,N05BB01,Hydroxyzine
65195879,N05BB01,Hydroxyzine
65717544,N05BB01,Hydroxyzine
67838085,N05BB01,Hydroxyzine
69638464,N05BB01,Hydroxyzine
61964472,N05BE01,Buspirone
63305905,N05BE01,Buspirone
63136857,N05BX03,Etifoxine
66880843,N05BX03,Etifoxine
66205536,N05CD02,Nitrazépam
69888457,N05CD04,Estazolam
60186584,N05CD06,Lormétazépam
64821401,N05CD06,Lormétazépam
60703989,N05CD08,Midazolam
61324091,N05CD08,Midazolam
62149015,N05CD08,Midazolam
63020895,N05CD08,Midazolam
63680638,N05CD08,Midazolam
63736019,N05CD08,Midazolam
64168402,N05CD08,Midazolam
65358251,N05CD08,Midazolam
66231933,N05CD08,Midazolam
67386324,N05CD08,Midazolam
67824655,N05CD08,Midazolam
68235916,N05CD08,Midazolam
68341392,N05CD08,Midazolam
68529120,N05CD08,Midazolam
68648893,N05CD08,Midazolam
69071035,N05CD11,Loprazolam
60365740,N05CF01,Zopiclone
60642949,N05CF01,Zopiclone
60976557,N05CF01,Zopiclone
61271518,N05CF01,Zopiclone
61417784,N05CF01,Zopiclone
61435939,N05CF01,Zopiclone
61438166,N05CF01,Zopiclone
62048087,N05CF01,Zopiclone
64218385,N05CF01,Zopiclone
65066770,N05CF01,Zopiclone
65883886,N05CF01,Zopiclone
65888082,N05CF01,Zopiclone
66473032,N05CF01,Zopiclone
68508795,N05CF01,Zopiclone
69624532,N05CF01,Zopiclone
61705683,N05CF02,Zolpidem
61843104,N05CF02,Zolpidem
62370693,N05CF02,Zolpidem
62969974,N05CF02,Zolpidem
63179285,N05CF02,Zolpidem
63784416,N05CF02,Zolpidem
64517099,N05CF02,Zolpidem
64827774,N05CF02,Zolpidem
66040593,N05CF02,Zolpidem
66815482,N05CF02,Zolpidem
66822683,N05CF02,Zolpidem
68414328,N05CF02,Zolpidem
69019024,N05CF02,Zolpidem
69329603,N05CF02,Zolpidem
64578846,N05CM09,Racine de valériane
65602079,N05CM11,Bromures
60711128,N05CX,HYPNOTIQUES ET SEDATIFS EN ASSOCIATION SAUF BARBITURIQUES
69054954,N05CX,HYPNOTIQUES ET SEDATIFS EN ASSOCIATION SAUF BARBITURIQUES
67117128,N06AA02,Imipramine
68574699,N06AA02,Imipramine
60528874,N06AA04,Clomipramine
60887980,N06AA04,Clomipramine
61426025,N06AA04,Clomipramine
61649829,N06AA04,Clomipramine
63066063,N06AA04,Clomipramine
68837972,N06AA04,Clomipramine
68990612,N06AA04,Clomipramine
69235342,N06AA04,Clomipramine
69273510,N06AA04,Clomipramine
69281119,N06AA04,Clomipramine
63344192,N06AA06,Trimipramine
63905138,N06AA06,Trimipramine
64868034,N06AA06,Trimipramine
60082938,N06AA09,Amitriptyline
62633436,N06AA09,Amitriptyline
65892928,N06AA09,Amitriptyline
68330257,N06AA09,Amitriptyline
68925632,N06AA09,Amitriptyline
68969066,N06AA09,Amitriptyline
63046819,N06AA12,Doxépine
63940790,N06AA12,Doxépine
61962852,N06AA16,Dosulépine
69699339,N06AA16,Dosulépine
61981016,N06AA17,Amoxapine
64232374,N06AA17,Amoxapine
63912862,N06AA21,Maprotiline
67798274,N06AA21,Maprotiline
60338857,N06AB03,Fluoxétine
60681934,N06AB03,Fluoxétine
60848874,N06AB03,Fluoxétine
60935279,N06AB03,Fluoxétine
61885224,N06AB03,Fluoxétine
62931849,N06AB03,Fluoxétine
63517071,N06AB03,Fluoxétine
63686057,N06AB03,Fluoxétine
63730233,N06AB03,Fluoxétine
64462343,N06AB03,Fluoxétine
64521852,N06AB03,Fluoxétine
65079846,N06AB03,Fluoxétine
65436675,N06AB03,Fluoxétine
65613353,N06AB03,Fluoxétine
65857496,N06AB03,Fluoxétine
65872950,N06AB03,Fluoxétine
66221750,N06AB03,Fluoxétine
66375339,N06AB03,Fluoxétine
66645368,N06AB03,Fluoxétine
66652957,N06AB03,Fluoxétine
66683810,N06AB03,Fluoxétine
67006875,N06AB03,Fluoxétine
67839212,N06AB03,Fluoxétine
68417826,N06AB03,Fluoxétine
68791941,N06AB03,Fluoxétine
68816437,N06AB03,Fluoxétine
69742178,N06AB03,Fluoxétine
61874594,N06AB04,Citalopram
61979766,N06AB04,Citalopram
62071253,N06AB04,Citalopram
62705280,N06AB04,Citalopram
62845713,N06AB04,Citalopram
62976285,N06AB04,Citalopram
63303231,N06AB04,Citalopram
63587319,N06AB04,Citalopram
63610814,N06AB04,Citalopram
66320467,N06AB04,Citalopram
66956006,N06AB04,Citalopram
68231138,N06AB04,Citalopram
68491591,N06AB04,Citalopram
68745118,N06AB04,Citalopram
69388669,N06AB04,Citalopram
69440226,N06AB04,Citalopram
69771920,N06AB04,Citalopram
69901965,N06AB04,Citalopram
60160707,N06AB05,Paroxétine
60524064,N06AB05,Paroxétine
60546662,N06AB05,Paroxétine
60945451,N06AB05,Paroxétine
63808123,N06AB05,Paroxétine
64657756,N06AB05,Paroxétine
64854287,N06AB05,Paroxétine
64941258,N06AB05,Paroxétine
65320578,N06AB05,Paroxétine
65668830,N06AB05,Paroxétine
65760638,N06AB05,Paroxétine
66176497,N06AB05,Paroxétine
66275029,N06AB05,Paroxétine
68085224,N06AB05,Paroxétine
69188939,N06AB05,Paroxétine
69314170,N06AB05,Paroxétine
60155788,N06AB06,Sertraline
60398167,N06AB06,Sertraline
60606586,N06AB06,Sertraline
60683198,N06AB06,Sertraline
60863367,N06AB06,Sertraline
60996271,N06AB06,Sertraline
61323160,N06AB06,Sertraline
61343825,N06AB06,Sertraline
61358656,N06AB06,Sertraline
62973200,N06AB06,Sertraline
63063793,N06AB06,Sertraline
63288007,N06AB06,Sertraline
63417060,N06AB06,Sertraline
64276748,N06AB06,Sertraline
65090846,N06AB06,Sertraline
65490121,N06AB06,Sertraline
66544294,N06AB06,Sertraline
66614337,N06AB06,Sertraline
67019171,N06AB06,Sertraline
67392284,N06AB06,Sertraline
67937311,N06AB06,Sertraline
68353989,N06AB06,Sertraline
68462757,N06AB06,Sertraline
68728154,N06AB06,Sertraline
69038462,N06AB06,Sertraline
69185423,N06AB06,Sertraline
69187164,N06AB06,Sertraline
60439525,N06AB08,Fluvoxamine
62991472,N06AB08,Fluvoxamine
63927049,N06AB08,Fluvoxamine
65470567,N06AB08,Fluvoxamine
68288712,N06AB08,Fluvoxamine
68766984,N06AB08,Fluvoxamine
60068002,N06AB10,Escitalopram
60139563,N06AB10,Escitalopram
60197011,N06AB10,Escitalopram
60247432,N06AB10,Escitalopram
60474889,N06AB10,Escitalopram
60651567,N06AB10,Escitalopram
60774865,N06AB10,Escitalopram
60805307,N06AB10,Escitalopram
60958897,N06AB10,Escitalopram
61214570,N06AB10,Escitalopram
61226754,N06AB10,Escitalopram
61276636,N06AB10,Escitalopram
61385475,N06AB10,Escitalopram
61931796,N06AB10,Escitalopram
62067696,N06AB10,Escitalopram
62111790,N06AB10,Escitalopram
62246628,N06AB10,Escitalopram
62308720,N06AB10,Escitalopram
62527664,N06AB10,Escitalopram
62567712,N06AB10,Escitalopram
62981581,N06AB10,Escitalopram
63307653,N06AB10,Escitalopram
63864766,N06AB10,Escitalopram
63872236,N06AB10,Escitalopram
63874803,N06AB10,Escitalopram
64174800,N06AB10,Escitalopram
64344697,N06AB10,Escitalopram
64780520,N06AB10,Escitalopram
65043177,N06AB10,Escitalopram
65473595,N06AB10,Escitalopram
65483098,N06AB10,Escitalopram
65502004,N06AB10,Escitalopram
65503782,N06AB10,Escitalopram
65642223,N06AB10,Escitalopram
65988086,N06AB10,Escitalopram
66012868,N06AB10,Escitalopram
66157988,N06AB10,Escitalopram
66170487,N06AB10,Escitalopram
66373135,N06AB10,Escitalopram
66409371,N06AB10,Escitalopram
66688298,N06AB10,Escitalopram
66902841,N06AB10,Escitalopram
66991231,N06AB10,Escitalopram
67024930,N06AB10,Escitalopram
67204946,N06AB10,Escitalopram
67219535,N06AB10,Escitalopram
67286345,N06AB10,Escitalopram
67433083,N06AB10,Escitalopram
67487309,N06AB10,Escitalopram
67576423,N06AB10,Escitalopram
67701065,N06AB10,Escitalopram
67720286,N06AB10,Escitalopram
68082865,N06AB10,Escitalopram
68144676,N06AB10,Escitalopram
68311602,N06AB10,Escitalopram
68396830,N06AB10,Escitalopram
68429942,N06AB10,Escitalopram
68770687,N06AB10,Escitalopram
69307585,N06AB10,Escitalopram
69414103,N06AB10,Escitalopram
69451151,N06AB10,Escitalopram
69911774,N06AB10,Escitalopram
61561635,N06AF05,Iproniazide
62439997,N06AG02,Moclobémide
60854845,N06AX03,Miansérine
61179297,N06AX03,Miansérine
61207871,N06AX03,Miansérine
61290963,N06AX03,Miansérine
61668199,N06AX03,Miansérine
62667488,N06AX03,Miansérine
62766454,N06AX03,Miansérine
63211473,N06AX03,Miansérine
63896696,N06AX03,Miansérine
64930226,N06AX03,Miansérine
65168309,N06AX03,Miansérine
65525152,N06AX03,Miansérine
66268344,N06AX03,Miansérine
66556019,N06AX03,Miansérine
66711708,N06AX03,Miansérine
67450809,N06AX03,Miansérine
67579330,N06AX03,Miansérine
67788604,N06AX03,Miansérine
68313699,N06AX03,Miansérine
68494783,N06AX03,Miansérine
68632693,N06AX03,Miansérine
68721665,N06AX03,Miansérine
68890786,N06AX03,Miansérine
69202036,N06AX03,Miansérine
60809985,N06AX11,Mirtazapine
62106380,N06AX11,Mirtazapine
62485126,N06AX11,Mirtazapine
63647104,N06AX11,Mirtazapine
64762173,N06AX11,Mirtazapine
65124914,N06AX11,Mirtazapine
65512856,N06AX11,Mirtazapine
65955054,N06AX11,Mirtazapine
66402996,N06AX11,Mirtazapine
66964138,N06AX11,Mirtazapine
68022786,N06AX11,Mirtazapine
68645947,N06AX11,Mirtazapine
69084246,N06AX11,Mirtazapine
64713443,N06AX14,Tianeptine
65411280,N06AX14,Tianeptine
68363595,N06AX14,Tianeptine
60075192,N06AX16,Venlafaxine
60234214,N06AX16,Venlafaxine
60767155,N06AX16,Venlafaxine
61403425,N06AX16,Venlafaxine
61422183,N06AX16,Venlafaxine
61499240,N06AX16,Venlafaxine
61556809,N06AX16,Venlafaxine
61598594,N06AX16,Venlafaxine
62129888,N06AX16,Venlafaxine
62538618,N06AX16,Venlafaxine
62542837,N06AX16,Venlafaxine
62632843,N06AX16,Venlafaxine
63118574,N06AX16,Venlafaxine
63326881,N06AX16,Venlafaxine
63507789,N06AX16,Venlafaxine
64393420,N06AX16,Venlafaxine
64847937,N06AX16,Venlafaxine
64860361,N06AX16,Venlafaxine
64959295,N06AX16,Venlafaxine
65012267,N06AX16,Venlafaxine
65018658,N06AX16,Venlafaxine
65074475,N06AX16,Venlafaxine
65301147,N06AX16,Venlafaxine
65462588,N06AX16,Venlafaxine
66125702,N06AX16,Venlafaxine
66340014,N06AX16,Venlafaxine
66430942,N06AX16,Venlafaxine
66976215,N06AX16,Venlafaxine
67080249,N06AX16,Venlafaxine
67164971,N06AX16,Venlafaxine
67280381,N06AX16,Venlafaxine
68181404,N06AX16,Venlafaxine
68383021,N06AX16,Venlafaxine
68412722,N06AX16,Venlafaxine
68832758,N06AX16,Venlafaxine
68880233,N06AX16,Venlafaxine
69018164,N06AX16,Venlafaxine
69209162,N06AX16,Venlafaxine
69347028,N06AX16,Venlafaxine
69427168,N06AX16,Venlafaxine
60068034,N06AX17,Milnacipran
60430095,N06AX17,Milnacipran
67587245,N06AX17,Milnacipran
68707039,N06AX17,Milnacipran
60047182,N06BA04,Méthylphénidate
60059081,N06BA04,Méthylphénidate
60756917,N06BA04,Méthylphénidate
61145640,N06BA04,Méthylphénidate
61810983,N06BA04,Méthylphénidate
62069359,N06BA04,Méthylphénidate
62331295,N06BA04,Méthylphénidate
63000533,N06BA04,Méthylphénidate
63531263,N06BA04,Méthylphénidate
63632013,N06BA04,Méthylphénidate
63657828,N06BA04,Méthylphénidate
63814140,N06BA04,Méthylphénidate
63930084,N06BA04,Méthylphénidate
64211191,N06BA04,Méthylphénidate
64348400,N06BA04,Méthylphénidate
64588580,N06BA04,Méthylphénidate
66002735,N06BA04,Méthylphénidate
66592983,N06BA04,Méthylphénidate
67844330,N06BA04,Méthylphénidate
68296221,N06BA04,Méthylphénidate
68496649,N06BA04,Méthylphénidate
68808796,N06BA04,Méthylphénidate
69137599,N06BA04,Méthylphénidate
69348361,N06BA04,Méthylphénidate
69379595,N06BA04,Méthylphénidate
69882956,N06BA04,Méthylphénidate
61697585,N06BA07,Modafinil
63676077,N06BA07,Modafinil
65534856,N06BA07,Modafinil
66805883,N06BA07,Modafinil
68680058,N06BA07,Modafinil
69346054,N06BA07,Modafinil
63865537,N06BC01,Caféine
65973294,N06BC01,Caféine
64384738,N06BX,AUTRES PSYCHOSTIMULANTS ET NOOTROPES
60950103,N06BX03,Piracétam
61732118,N06BX03,Piracétam
62287735,N06BX03,Piracétam
62393891,N06BX03,Piracétam
62704335,N06BX03,Piracétam
63426508,N06BX03,Piracétam
66837265,N06BX03,Piracétam
66986355,N06BX03,Piracétam
67408144,N06BX03,Piracétam
69774158,N06BX03,Piracétam
60044492,N06DA02,Donépézil
60468103,N06DA02,Donépézil
60502559,N06DA02,Donépézil
60618161,N06DA02,Donépézil
60715308,N06DA02,Donépézil
60876140,N06DA02,Donépézil
61094391,N06DA02,Donépézil
61350780,N06DA02,Donépézil
61400781,N06DA02,Donépézil
61842034,N06DA02,Donépézil
61869049,N06DA02,Donépézil
62258064,N06DA02,Donépézil
62262995,N06DA02,Donépézil
62410369,N06DA02,Donépézil
62650485,N06DA02,Donépézil
