ATC_code,Libellé français
J01GA,streptomycines
J01GA01,streptomycine
J01GA02,streptoduocine
J01GB,autres aminosides
J01GB01,tobramycine
J01GB03,gentamicine
J01GB04,kanamycine
J01GB05,néomycine
J01GB06,amikacine
J01GB07,nétilmicine
J01GB08,sisomicine
J01GB09,dibékacine
J01GB10,ribostamycine
J01GB11,isépamicine
J01GB12,arbékacine
J01GB13,békanamycine
J01GB14,plazomicine
J01M,quinolones antibactériennes
J01MA,fluoroquinolones
J01MA01,ofloxacine
J01MA02,ciprofloxacine
J01MA03,péfloxacine
J01MA04,énoxacine
J01MA05,témafloxacine
J01MA06,norfloxacine
J01MA07,loméfloxacine
J01MA08,fléroxacine
J01MA09,sparfloxacine
J01MA10,rufloxacine
J01MA11,grépafloxacine
J01MA12,lévofloxacine
J01MA13,trovafloxacine
J01MA14,moxifloxacine
J01MA15,gémifloxacine
J01MA16,gatifloxacine
J01MA17,prulifloxacine
J01MA18,pazufloxacine
J01MA19,garénoxacine
J01MA21,sitafloxacine
J01MA22,tosufloxacine
J01MA23,délafloxacine
J01MA24,lévonadifloxacine
J01MA25,lascufloxacine
J01MB,autres quinolones
J01MB01,rosoxacine
J01MB02,acide nalidixique
J01MB03,acide piromidique
J01MB04,acide pipémidique
J01MB05,acide oxolinique
J01MB06,cinoxacine
J01MB07,fluméquine
J01MB08,némonoxacine
J01R,associations d'antibactériens
J01RA,associations d'antibactériens
J01RA01,pénicillines en association avec d'autres antibactériens
J01RA02,sulfamides en association avec d'autres antibactériens sauf triméthoprime
J01RA03,céfuroxime et métronidazole
J01RA04,spiramycine et métronidazole
J01RA05,lévofloxacine et ornidazole
J01RA06,céfépime et amikacine
J01RA07,"azithromycine, fluconazole et secnidazole"
J01RA08,tétracycline et oléandomycine
J01RA09,ofloxacine et ornidazole
J01RA10,ciprofloxacine et métronidazole
J01RA11,ciprofloxacine et tinidazole
J01RA12,ciprofloxacine et ornidazole
J01RA13,norfloxacine et tinidazole
J01RA14,norfloxacine et métronidazole
J01RA15,céfixime et ornidazole
J01RA16,céfixime et azithromycine
J01X,autres antibactériens
J01XA,glycopeptides antibactériens
J01XA01,vancomycine
J01XA02,téicoplanine
J01XA03,télavancine
J01XA04,dalbavancine
J01XA05,oritavancine
J01XB,polymyxines
J01XB01,colistine
J01XB02,polymyxine B
J01XC,antibactériens stéroïdiens
J01XC01,acide fusidique
J01XD,dérivés imidazolés
J01XD01,métronidazole
J01XD02,tinidazole
J01XD03,ornidazole
J01XE,dérivés du nitrofurane
J01XE01,nitrofurantoïne
J01XE02,nifurtoïnol
J01XE03,furazidine
J01XE51,nitrofurantoïne en association
J01XX,autres antibactériens
J01XX01,fosfomycine
J01XX02,xibornol
J01XX03,clofoctol
J01XX04,spectinomycine
J01XX05,méthénamine
J01XX06,acide mandélique
J01XX07,nitroxoline
J01XX08,linézolide
J01XX09,daptomycine
J01XX10,bacitracine
J01XX11,tédizolid
J01XX12,léfamuline
J02,antimycosiques à usage systémique
J02A,antimycosiques à usage systémique
J02AA,antibiotiques
J02AA01,amphotéricine B
J02AA02,hachimycine
J02AB,dérivés imidazolés
J02AB01,miconazole
J02AB02,kétoconazole
J02AC,dérivés triazolés et tétrazolés
J02AC01,fluconazole
J02AC02,itraconazole
J02AC03,voriconazole
J02AC04,posaconazole
J02AC05,isavuconazole
J02AC06,otéséconazole
J02AX,autres antimycosiques à usage systémique
J02AX01,flucytosine
J02AX04,caspofungine
J02AX05,micafungine
J02AX06,anidulafungine
J02AX07,ibrexafungerp
J02AX08,acétate de rézafungine
J04,antimycobactériens
J04A,antituberculeux
J04AA,acide aminosalicylique et dérivés
J04AA01,acide aminosalicylique
J04AA02,aminosalicylate de sodium
J04AA03,aminosalicylate de calcium
J04AB,antibiotiques
J04AB01,cyclosérine
J04AB02,rifampicine
J04AB03,rifamycine
J04AB04,rifabutine
J04AB05,rifapentine
J04AB06,enviomycine
J04AB30,capréomycine
J04AC,hydrazides
J04AC01,isoniazide
J04AC51,isoniazide en association
J04AD,dérivés du thiocarbamide
J04AD01,protionamide
J04AD02,tiocarlide
J04AD03,éthionamide
J04AK,autres antituberculeux
J04AK01,pyrazinamide
J04AK02,éthambutol
J04AK03,térizidone
J04AK04,morinamide
J04AK05,bédaquiline
J04AK06,délamanid
J04AK07,thioacétazone
J04AK08,prétomanid
J04AM,associations d'antituberculeux
J04AM01,streptomycine et isoniazide
J04AM02,rifampicine et isoniazide
J04AM03,éthambutol et isoniazide
J04AM04,thioacétazone et isoniazide
J04AM05,"rifampicine, pyrazinamide et isoniazide"
J04AM06,"rifampicine, pyrazinamide, éthambutol et isoniazide"
J04AM07,"rifampicine, éthambutol et isoniazide"
J04AM08,"isoniazide, sulfaméthoxazole, triméthoprime et pyridoxine"
J04B,antilépreux
J04BA,antilépreux
J04BA01,clofazimine
J04BA02,dapsone
J04BA03,aldésulfone sodique
J04BA50,dapsone et rifampicine
J04BA51,"dapsone, rifampicine et clofazimine"
J05,antiviraux à usage systémique
J05A,antiviraux à action directe
J05AA,thiosémicarbazones
J05AA01,métisazone
J05AB,nucléosides et nucléotides sauf inhibiteurs de la transcriptase inverse
J05AB01,aciclovir
J05AB02,idoxuridine
J05AB03,vidarabine
J05AB06,ganciclovir
J05AB09,famciclovir
J05AB11,valaciclovir
J05AB12,cidofovir
J05AB13,penciclovir
J05AB14,valganciclovir
J05AB15,brivudine
J05AB16,remdésivir
J05AB17,brincidofovir
J05AB18,molnupiravir
J05AC,amines cycliques
J05AC02,rimantadine
J05AC03,tromantadine
J05AD,dérivés de l'acide phosphonique
J05AD01,foscarnet
J05AD02,fosfonet
J05AE,inhibiteurs de protéase
J05AE01,saquinavir
J05AE02,indinavir
J05AE03,ritonavir
J05AE04,nelfinavir
J05AE05,amprénavir
J05AE07,fosamprénavir
J05AE08,atazanavir
J05AE09,tipranavir
J05AE10,darunavir
J05AE16,ensitrelvir
J05AE30,nirmatrelvir et ritonavir
J05AF,inhibiteurs nucléosidiques et nucléotidiques de la transcriptase inverse
J05AF01,zidovudine
J05AF02,didanosine
J05AF03,zalcitabine
J05AF04,stavudine
J05AF05,lamivudine
J05AF06,abacavir
J05AF07,ténofovir disoproxil
J05AF08,adéfovir dipivoxil
J05AF09,emtricitabine
J05AF10,entécavir
J05AF11,telbivudine
J05AF12,clévudine
J05AF13,ténofovir alafénamide
J05AG,inhibiteurs non nucléosides de la transcriptase inverse
J05AG01,névirapine
J05AG02,délavirdine
J05AG03,éfavirenz
J05AG04,étravirine
J05AG05,rilpivirine
J05AG06,doravirine
J05AH,inhibiteurs de la neuraminidase
J05AH01,zanamivir
J05AH02,oséltamivir
J05AH03,péramivir
J05AH04,laninamivir
J05AJ,inhibiteurs de l'intégrase
J05AJ01,raltégravir
J05AJ02,elvitégravir
J05AJ03,dolutégravir
J05AJ04,cabotégravir
J05AP,antiviraux pour le traitement des infections VHC
J05AP01,ribavirine
J05AP02,télaprévir
J05AP03,bocéprévir
J05AP04,faldaprévir
J05AP05,siméprévir
J05AP06,asunaprévir
J05AP07,daclatasvir
J05AP08,sofosbuvir
J05AP09,dasabuvir
J05AP10,elbasvir
J05AP11,grazoprévir
J05AP12,coblopasvir
J05AP13,ravidasvir
J05AP51,sofosbuvir et lédipasvir
J05AP52,"dasabuvir, ombitasvir, paritaprévir et ritonavir"
J05AP53,"ombitasvir, paritaprévir et ritonavir"
J05AP54,elbasvir et grazoprévir
J05AP55,sofosbuvir et velpatasvir
J05AP56,"sofosbuvir, velpatasvir et voxilaprévir"
J05AP57,glécaprévir et pibrentasvir
J05AP58,"daclatasvir, asunaprévir et béclabuvir"
J05AR,antiviraux pour le traitement des infections HIV en association
J05AR01,zidovudine et lamivudine
J05AR02,lamivudine et abacavir
J05AR03,ténofovir disoproxil et emtricitabine
J05AR04,"zidovudine, lamivudine et abacavir"
J05AR05,"zidovudine, lamivudine et névirapine"
J05AR06,"emtricitabine, ténofovir disoproxil et éfavirenz"
J05AR07,"stavudine, lamivudine et névirapine"
J05AR08,"emtricitabine, ténofovir disoproxil et rilpivirine"
J05AR09,"emtricitabine, ténofovir disoproxil, elvitégravir et cobicistat"
J05AR10,lopinavir et ritonavir
J05AR11,"lamivudine, ténofovir disoproxil et éfavirenz"
J05AR12,lamivudine et ténofovir disoproxil
J05AR13,"lamivudine, abacavir et dolutégravir"
J05AR14,darunavir et cobicistat
J05AR15,atazanavir et cobicistat
J05AR16,lamivudine et raltégravir
J05AR17,emtricitabine et ténofovir alafénamide
J05AR18,"emtricitabine, ténofovir alafénamide, elvitégravir et cobicistat"
J05AR19,"emtricitabine, ténofovir alafénamide et rilpivirine"
J05AR20,"emtricitabine, ténofovir alafénamide et bictégravir"
J05AR21,dolutégravir et rilpivirine
J05AR22,"emtricitabine, ténofovir alafénamide, darunavir et cobicistat"
J05AR23,atazanavir et ritonavir
J05AR24,"lamivudine, ténofovir disoproxil et doravirine"
J05AR25,lamivudine et dolutégravir
J05AR26,darunavir et ritonavir
J05AR27,"lamivudine, ténofovir disoproxil et dolutégravir"
J05AR28,stavudine et lamivudine
J05AX,autres antiviraux
J05AX01,moroxydine
J05AX02,lysozyme
J05AX05,inosine pranobex
J05AX06,pléconaril
J05AX07,enfuvirtide
J05AX09,maraviroc
J05AX10,maribavir
J05AX13,umifénovir
J05AX17,iodure d'énisamium
J05AX18,létermovir
J05AX19,tilorone
J05AX21,acide pentanedioïque imidazolyl éthanamide
J05AX23,ibalizumab
J05AX24,técovirimat
J05AX25,baloxavir marboxil
J05AX26,aménamévir
J05AX27,favipiravir
J05AX28,bulévirtide
J05AX29,fostemsavir
J05AX31,lénacapavir
J06,immunsérums et immunoglobulines
J06A,immunsérums
J06AA,immunsérums
J06AA01,antitoxine diphtérique
J06AA02,antitoxine tétanique
J06AA03,sérum antivenimeux
J06AA04,antitoxine botulique
J06AA05,sérum anti-gangrène gazeuse
J06AA06,sérum antirabique
J06B,immunoglobulines
J06BA,immunoglobulines humaines normales
J06BA01,immunoglobulines humaines normales pour administration extravasculaire
J06BA02,immunoglobulines humaines normales pour administration intravasculaire
J06BB,immunoglobulines spécifiques
J06BB01,immunoglobuline anti-D (Rhésus)
J06BB02,immunoglobuline tétanique
J06BB03,immunoglobuline de la varicelle-zona
J06BB04,immunoglobuline de l'hépatite B
J06BB05,immunoglobuline rabique
J06BB06,immunoglobuline rubéoleuse
J06BB07,immunoglobuline de la variole
J06BB08,immunoglobuline du staphylocoque
J06BB09,immunoglobuline du cytomégalovirus
J06BB10,immunoglobuline de la diphtérie
J06BB11,immunoglobuline de l'hépatite A
J06BB12,immunoglobuline de l'encéphalite transmise par les tiques
J06BB13,immunoglobuline de la coqueluche
J06BB14,immunoglobuline rougeoleuse
J06BB15,immunoglobuline des oreillons
J06BB19,immunoglobuline de l'anthrax
J06BB30,associations (immunoglobulines spécifiques)
J06BC,anticorps monoclonaux antibactériens
J06BC01,nébacumab
J06BC02,raxibacumab
J06BC03,bezlotoxumab
J06BC04,obiltoxaximab
J06BD,anticorps monoclonaux antiviraux
J06BD01,palivizumab
J06BD02,motavizumab
J06BD03,tixagévimab et cilgavimab
J06BD04,ansuvimab
J06BD05,sotrovimab
J06BD06,regdanvimab
J06BD07,casirivimab et imdévimab
J06BD08,nirsévimab
J07,vaccins
J07A,vaccins bactériens
J07AC,vaccins de l'anthrax
J07AC01,antigène de l'anthrax
J07AD,vaccins de la brucellose
J07AD01,antigène brucellique
J07AE,vaccins cholériques
J07AE01,vibrion cholérique inactivé entier
J07AE02,vibrion cholérique vivant atténué
J07AE51,vibrion cholérique inactivé associé au vaccin de la typhoïde
J07AF,vaccins diphtériques
J07AF01,anatoxine diphtérique
J07AG,vaccins de l'Haemophilus influenzae B
J07AG01,"Haemophilus influenzae B, antigène conjugué purifié"
J07AG51,Haemophilus influenzae B en association avec des anatoxines
J07AG52,Haemophilus influenzae B en association avec vaccins coquelucheux et anatoxines
J07AG53,Haemophilus influenzae B en association avec méningocoque C conjugué
J07AG54,"Haemophilus influenzae B en association avec méningocoques C,Y, conjugués"
J07AH,vaccins méningococciques
J07AH01,"méningocoque A, antigène polysaccharidique purifié"
J07AH02,"méningocoques, autres antigènes polysaccharidiques monovalents purifiés"
J07AH03,"méningocoques A,C, antigènes polysaccharidiques bivalents purifiés"
J07AH04,"méningocoques A,C,Y, W-135 antigènes polysaccharidiques tétravalents purifiés"
J07AH05,"méningocoques, autres antigènes polysaccharidiques polyvalents purifiés"
J07AH06,"méningocoque B, vaccin anti-capsule"
J07AH07,"méningocoque C, antigène polysaccharidique purifié conjugué"
J07AH08,"méningocoques A,C,Y, W-135, antigènes polysaccharidiques tétravalents purifiés conjugués"
J07AH09,"méningocoque B, vaccin multicomposant"
J07AH10,"méningocoque A, antigène polysaccharidique purifié conjugué"
J07AJ,vaccins coquelucheux
J07AJ01,"coqueluche, bactérie entière inactivée"
J07AJ02,"coqueluche, antigène purifié"
J07AJ51,"coqueluche, bactérie entière inactivée en association avec des anatoxines"
J07AJ52,"coqueluche, antigène purifié en association avec des anatoxines"
J07AK,vaccins de la peste
J07AK01,"peste, bactérie entière inactivée"
J07AL,vaccins pneumococciques
J07AL01,"Pneumococcus, antigènes polysaccharidiques purifiés"
J07AL02,"Pneumococcus, antigènes polysaccharidiques purifiés conjugués"
J07AL52,"Pneumococcus, antigènes polysaccharidiques purifiés conjugués et Haemophilus influenzae"
J07AM,vaccins tétaniques
J07AM01,anatoxine tétanique
J07AM51,anatoxine tétanique en association avec anatoxine diphtérique
J07AM52,anatoxine tétanique en association avec immunoglobuline tétanique
J07AN,vaccins de la tuberculose
J07AN01,"tuberculose, bactérie vivante atténuée"
J07AP,vaccins de la typhoïde
J07AP01,"typhoïde, bactérie vivante atténuée orale"
J07AP02,"typhoïde, bactérie entière inactivée"
J07AP03,"typhoïde, antigène polysaccharidique purifié"
J07AP10,typhoïde en association avec les types paratyphi
J07AR,vaccins du typhus (exanthématique)
J07AR01,"typhus exanthématique, bactérie entière inactivée"
J07AX,autres vaccins bactériens
J07AX01,vaccins de la leptospirose
J07B,vaccins viraux
J07BA,vaccins des encéphalites
J07BA01,"encéphalite transmise par les tiques, virus entier inactivé"
J07BA02,"encéphalite japonaise, virus entier inactivé"
J07BA03,"encéphalite japonaise, virus vivant atténué"
J07BB,vaccins grippaux
J07BB01,"grippe, virus entier inactivé"
J07BB02,"grippe, virus inactivé, fragmenté ou antigène de surface"
J07BB03,"grippe, virus vivant atténué"
J07BB04,"grippe, pseudo-particules virales"
J07BC,vaccins des hépatites
J07BC01,"hépatite B, antigène purifié"
J07BC02,"hépatite A, virus entier inactivé"
J07BC20,associations (vaccins des hépatites)
J07BD,vaccins rougeoleux
J07BD01,"rougeole, virus vivant atténué"
J07BD51,"rougeole en association aux oreillons, virus vivants atténués"
J07BD52,"rougeole en association aux oreillons et à la rubéole, virus vivants atténués"
J07BD53,"rougeole en association à la rubéole, virus vivants atténués"
J07BD54,"rougeole en association aux oreillons, rubéole et varicelle, virus vivants atténués"
J07BE,vaccins des oreillons
J07BE01,"oreillons, virus vivant atténué"
J07BF,vaccins poliomyélitiques
J07BF01,"poliomyélite, virus vivant monovalent atténué oral"
J07BF02,"poliomyélite, virus vivant trivalent atténué oral"
J07BF03,"poliomyélite, virus entier trivalent inactivé"
J07BF04,"poliomyélite, virus vivant bivalent atténué oral"
J07BG,vaccins rabiques
J07BG01,"rage, virus entier inactivé"
J07BH,vaccins des diarrhées à Rotavirus
J07BH01,"Rotavirus, virus vivant atténué"
J07BH02,"Rotavirus, virus pentavalent vivant atténué"
J07BJ,vaccins rubéoleux
J07BJ01,"rubéole, virus vivant atténué"
J07BJ51,"rubéole en association aux oreillons, virus vivants atténués"
J07BK,vaccins de la varicelle-zona
J07BK01,"varicelle, virus vivant atténué"
J07BK02,"zona, virus vivant atténué"
J07BK03,"zona, antigène purifié"
J07BL,vaccins de la fièvre jaune
J07BL01,"fièvre jaune, virus vivant atténué"
J07BM,vaccins contre le Papillomavirus
J07BM01,"Papillomavirus (types humains 6,11,16,18)"
J07BM02,"Papillomavirus (types humains 16,18)"
J07BM03,"Papillomavirus (types humains 6, 11, 16, 18, 31, 33, 45, 52,58)"
J07BN,vaccins de la COVID-19
J07BN01,"COVID-19, vaccin à ARN"
J07BN02,"COVID-19, vecteur viral, non réplicatif"
J07BN03,"COVID-19, virus inactivé"
J07BN04,"COVID-19, sous-unité protéique"
J07BN05,"COVID-19, particules pseudo-virales"
J07BX,autres vaccins viraux
J07BX01,vaccins de la variole et de la variole du singe
J07BX02,vaccins de l'Ebola
J07BX03,vaccins de la COVID-19
J07BX04,vaccins du virus de la dengue
J07BX05,vaccins du virus respiratoire syncytial
J07BX06,vaccins de l'entérovirus 71
J07C,vaccins bactériens et viraux associés
J07CA,vaccins bactériens et viraux associés
J07CA01,diphtérie-poliomyélite-tétanos
J07CA02,diphtérie-coqueluche-poliomyélite-tétanos
J07CA03,diphtérie-rubéole-tétanos
J07CA04,Haemophilus influenzae B et poliomyélite
J07CA05,diphtérie-hépatite B-coqueluche-tétanos
J07CA06,diphtérie-Haemophilus influenzae B-coqueluche-poliomyélite-tétanos
J07CA07,diphtérie-hépatite B-tétanos
J07CA08,Haemophilus influenzae B et hépatite B
J07CA09,diphtérie-Haemophilus influenzae B-coqueluche-polio-tétanos-hépatite B
J07CA10,typhoïde-hépatite A
J07CA11,diphtérie-Haemophilus influenzae B-coqueluche-tétanos-hépatite B
J07CA12,diphtérie-coqueluche-poliomyélite-tétanos-hépatite B
J07CA13,diphtérie-Haemophilus influenzae B-coqueluche-tétanos-hépatite B-méningocoque A + C
J07X,autres vaccins
J07XA,vaccins antiparasitaires
J07XA01,vaccins du paludisme
L,antinéoplasiques et immunomodulateurs
L01,antinéoplasiques
L01A,agents alkylants
L01AA,analogues des moutardes à l'azote
L01AA01,cyclophosphamide
L01AA02,chlorambucil
L01AA03,melphalan
L01AA05,chlorméthine
L01AA06,ifosfamide
L01AA07,trofosfamide
L01AA08,prednimustine
L01AA09,bendamustine
L01AA10,melphalan flufénamide
L01AB,alkylsulfonates
L01AB01,busulfan
L01AB02,tréosulfan
L01AB03,mannosulfan
L01AC,éthyléneimines
L01AC01,thiotépa
L01AC02,triaziquone
L01AC03,carboquone
L01AD,nitrosourées
L01AD01,carmustine
L01AD02,lomustine
L01AD03,sémustine
L01AD04,streptozocine
L01AD05,fotémustine
L01AD06,nimustine
L01AD07,ranimustine
L01AD08,uramustine
L01AG,époxydes
L01AG01,étoglucide
L01AX,autres agents alkylants
L01AX01,mitobronitol
L01AX02,pipobroman
L01AX03,témozolomide
L01AX04,dacarbazine
L01B,antimétabolites
L01BA,analogues de l'acide folique
L01BA01,méthotrexate
L01BA03,raltitrexed
L01BA04,pémétrexed
L01BA05,pralatrexate
L01BB,analogues de la purine
L01BB02,mercaptopurine
L01BB03,tioguanine
L01BB04,cladribine
L01BB05,fludarabine
L01BB06,clofarabine
L01BB07,nélarabine
L01BC,analogues de la pyrimidine
L01BC01,cytarabine
L01BC02,fluorouracil
L01BC03,tégafur
L01BC04,carmofur
L01BC05,gemcitabine
L01BC06,capécitabine
L01BC07,azacitidine
L01BC08,décitabine
L01BC09,floxuridine
L01BC52,fluorouracil en association
L01BC53,tégafur en association
L01BC58,décitabine en association
L01BC59,trifluridine en association
L01C,alcaloïdes végétaux et autres produits d'origine naturelle
L01CA,vincaalcaloïdes et analogues
L01CA01,vinblastine
L01CA02,vincristine
L01CA03,vindésine
L01CA04,vinorelbine
L01CA05,vinflunine
L01CA06,vintafolide
L01CB,dérivés de la podophyllotoxine
L01CB01,étoposide
L01CB02,téniposide
L01CC,dérivés de la colchicine
L01CC01,démécolcine
L01CD,taxanes
L01CD01,paclitaxel
L01CD02,docétaxel
L01CD03,paclitaxel poliglumex
L01CD04,cabazitaxel
L01CD51,paclitaxel et encéquidar
L01CE,inhibiteurs de la topoisomérase 1 (TOP1)
L01CE01,topotécan
L01CE02,irinotécan
L01CE03,étirinotécan pégol
L01CE04,bélotécan
L01CX,autres alcaloïdes végétaux et produits naturels
L01CX01,trabectédine
L01D,antibiotiques cytotoxiques et apparentés
L01DA,actinomycines
L01DA01,dactinomycine
L01DB,anthracyclines et apparentés
L01DB01,doxorubicine
L01DB02,daunorubicine
L01DB03,épirubicine
L01DB04,aclarubicine
L01DB05,zorubicine
L01DB06,idarubicine
L01DB07,mitoxantrone
L01DB08,pirarubicine
L01DB09,valrubicine
L01DB10,amrubicine
L01DB11,pixantrone
L01DC,autres antibiotiques cytotoxiques
L01DC01,bléomycine
L01DC02,plicamycine
L01DC03,mitomycine
L01DC04,ixabépilone
L01E,inhibiteurs de protéines kinases
L01EA,inhibiteurs de la tyrosine kinase BCR-ABL
L01EA01,imatinib
L01EA02,dasatinib
L01EA03,nilotinib
L01EA04,bosutinib
L01EA05,ponatinib
L01EA06,asciminib
L01EB,inhibiteurs de la tyrosine kinase du récepteur du facteur de croissance épidermique (EGFR)
L01EB01,géfitinib
L01EB02,erlotinib
L01EB03,afatinib
L01EB04,osimertinib
L01EB05,rocilétinib
L01EB06,olmutinib
L01EB07,dacomitinib
L01EB08,icotinib
L01EB09,lazertinib
L01EB10,mobocertinib
L01EB11,aumolertinib
L01EC,inhibiteurs de la sérine thréonine kinase B-Raf (BRAF)
L01EC01,vémurafénib
L01EC02,dabrafénib
L01EC03,encorafénib
L01ED,inhibiteurs de la kinase du lymphome anaplasique (AKL)
L01ED01,crizotinib
L01ED02,céritinib
L01ED03,alectinib
L01ED04,brigatinib
L01ED05,lorlatinib
L01EE,inhibiteurs de protéine kinase activée par un mitogène (MEK)
L01EE01,tramétinib
L01EE02,cobimétinib
L01EE03,binimétinib
L01EE04,sélumétinib
L01EF,inhibiteurs de la kinase cycline-dépendante (CDK)
L01EF01,palbociclib
L01EF02,ribociclib
L01EF03,abémaciclib
L01EG,inhibiteurs de la kinase cible de la rapamycine chez les mammifères (mTOR)
L01EG01,temsirolimus
L01EG02,évérolimus
L01EG03,ridaforolimus
L01EG04,sirolimus
L01EH,inhibiteurs de tyrosine kinase du récepteur 2 du facteur de croissance épidermique humain (HER2)
L01EH01,lapatinib
L01EH02,nératinib
L01EH03,tucatinib
L01EJ,inhibiteurs des janus kinases (JAK)
L01EJ01,ruxolitinib
L01EJ02,fédratinib
L01EJ03,pacritinib
L01EJ04,momélotinib
L01EK,inhibiteurs de la tyrosine kinase du récepteur du facteur de croissance endothélial vasculaire (VEGFR)
L01EK01,axitinib
L01EK02,cédiranib
L01EK03,tivozanib
L01EK04,fruquintinib
L01EL,inhibiteurs de la tyrosine kinase de Bruton (BTK)
L01EL01,ibrutinib
L01EL02,acalabrutinib
L01EL03,zanubrutinib
L01EL04,orélabrutinib
L01EL05,pirtobrutinib
L01EM,inhibiteurs de la phosphatidylinositol 3-kinase (Pi3K)
L01EM01,idélalisib
L01EM02,copanlisib
L01EM03,alpélisib
L01EM04,duvélisib
L01EM05,parsaclisib
L01EN,inhibiteurs de la tyrosine kinase du récepteur du facteur de croissance des fibroblastes ( FGFR)
L01EN01,erdafitinib
L01EN02,pémigatinib
L01EN03,infigratinib
L01EN04,futibatinib
L01EX,autres inhibiteurs de protéines kinases
L01EX01,sunitinib
L01EX02,sorafénib
L01EX03,pazopanib
L01EX04,vandétanib
L01EX05,régorafénib
L01EX06,masitinib
L01EX07,cabozantinib
L01EX08,lenvatinib
L01EX09,nintédanib
L01EX10,midostaurine
L01EX11,quizartinib
L01EX12,larotrectinib
L01EX13,giltéritinib
L01EX14,entrectinib
L01EX15,pexidartinib
L01EX17,capmatinib
L01EX18,avapritinib
L01EX19,riprétinib
L01EX21,tépotinib
L01EX22,selpercatinib
L01EX23,pralsétinib
L01EX24,surufatinib
L01EX25,umbralisib
L01EX26,sitravatinib
L01EX27,capivasertib
L01F,anticorps monoclonaux et conjugués anticorps-médicaments
L01FA,inhibiteurs de CD20 (clusters de différenciation 20)
L01FA01,rituximab
L01FA02,ofatumumab
L01FA03,obinutuzumab
L01FB,inhibiteurs de CD22 (clusters de différenciation 22)
L01FB01,inotuzumab ozogamicine
L01FB02,moxétumomab pasudotox
L01FC,inhibiteurs de CD38 (clusters de différenciation 38)
L01FC01,daratumumab
L01FC02,isatuximab
L01FD,inhibiteurs du HER2 (récepteur 2 du facteur de croissance épidermique humain)
L01FD01,trastuzumab
L01FD02,pertuzumab
L01FD03,trastuzumab emtansine
L01FD04,trastuzumab déruxtécan
L01FD05,trastuzumab duocarmazine
L01FD06,margétuximab
L01FE,inhibiteurs de l'EGFR (récepteur du facteur de croissance épidermique)
L01FE01,cétuximab
L01FE02,panitumumab
L01FE03,nécitumumab
L01FF,inhibiteurs de PD-1/PDL-1 (protéine de mort cellulaire programmée 1/ligand de la protéine de mort cellulaire programmée 1)
L01FF01,nivolumab
L01FF02,pembrolizumab
L01FF03,durvalumab
L01FF04,avélumab
L01FF05,atézolizumab
L01FF06,cémiplimab
L01FF07,dostarlimab
L01FF08,prolgolimab
L01FF09,tislélizumab
L01FF10,rétifanlimab
L01FF11,sugémalimab
L01FF12,serplulimab
L01FF13,toripalimab
L01FG,inhibiteurs du VEGF/VEGFR (facteur de croissance endothélial vasculaire)
L01FG01,bévacizumab
L01FG02,ramucirumab
L01FX,autres anticorps monoclonaux et conjugués anticorps-médicaments
L01FX01,édrécolomab
L01FX02,gemtuzumab ozogamicine
L01FX03,catumaxomab
L01FX04,ipilimumab
L01FX05,brentuximab védotine
L01FX06,dinutuximab bêta
L01FX07,blinatumomab
L01FX08,élotuzumab
L01FX09,mogamulizumab
L01FX10,olaratumab
L01FX11,bermékimab
L01FX12,tafasitamab
L01FX13,enfortumab védotine
L01FX14,polatuzumab védotine
L01FX15,bélantamab mafodotine
L01FX16,oportuzumab monatox
L01FX17,sacituzumab govitécan
L01FX18,amivantamab
L01FX19,sabatolimab
L01FX20,trémélimumab
L01FX21,naxitamab
L01FX22,loncastuximab tésirine
L01FX23,tisotumab védotine
L01FX24,téclistamab
L01FX25,mosunétuzumab
L01FX26,mirvétuximab soravtansine
L01FX27,épcoritamab
L01FX28,glofitamab
L01FX29,talquétamab
L01FY,associations d'anticorps monoclonaux et conjugués anticorps-médicaments
L01FY01,pertuzumab et trastuzumab
L01FY02,nivolumab et rélatlimab
L01FY03,prolgolimab et nurulimab
L01X,autres antinéoplasiques
L01XA,composés à base de platine
L01XA01,cisplatine
L01XA02,carboplatine
L01XA03,oxaliplatine
L01XA04,satraplatine
L01XA05,polyplatillen
L01XB,méthylhydrazines
L01XB01,procarbazine
L01XD,sensibilisateurs utilisés dans la thérapie photodynamique/radiothérapie
L01XD01,porfimère sodique
L01XD03,aminolévulinate de méthyle
L01XD04,acide aminolévulinique
L01XD05,témoporfine
L01XD06,éfaproxiral
L01XD07,padéliporfine
L01XF,rétinoïdes pour le traitement du cancer
L01XF01,trétinoïne
L01XF02,alitrétinoïne
L01XF03,bexarotène
L01XG,inhibiteurs de protéasome
L01XG01,bortézomib
L01XG02,carfilzomib
L01XG03,ixazomib
L01XH,inhibiteurs d'histone désacétylase (HDAC)
L01XH01,vorinostat
L01XH02,romidepsine
L01XH03,panobinostat
L01XH04,bélinostat
L01XH05,entinostat
L01XJ,inhibiteurs de la voie Hedgehog
L01XJ01,vismodégib
L01XJ02,sonidégib
L01XJ03,glasdégib
L01XK,inhibiteurs de poly(ADP-ribose) polymérase (PARP)
L01XK01,olaparib
L01XK02,niraparib
L01XK03,rucaparib
L01XK04,talazoparib
L01XK05,véliparib
L01XK06,pamiparib
L01XK52,niraparib et abiratérone
L01XL,thérapie cellulaire et génique antinéoplasique
L01XL01,sitimagène céradénovec
L01XL02,talimogène laherparépvec
L01XL03,axicabtagène ciloleucel
L01XL04,tisagenlecleucel
